Query	Hit	Bits
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|654541768|ref|NZ_KE384553.1| Sinobacter flavus DSM 18980 genomic scaffold K343DRAFT_scaffold00004.4, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|491229151|ref|NZ_KB849812.1| Acinetobacter haemolyticus CIP 64.3 genomic scaffold acLrj-supercont1.9, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|471947509|ref|NZ_ANLA01000015.1| Formosa sp. AK20 contig15, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|126737481|ref|NZ_AAYC01000002.1| Roseobacter sp. SK209-2-6 1101232001820, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|737904080|ref|NZ_KK073874.1| Cryptosporangium arvum DSM 44712 CryarDRAFT_CAH.1, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|652514838|ref|NZ_KI519439.1| Paucisalibacillus globulus DSM 18846 genomic scaffold K332DRAFT_scaffold00007.7, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|752689986|ref|NZ_HF545617.1| Ruminococcus bicirculans chromosome II, complete genome	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|512438404|ref|NZ_KE159611.1| Lachnospiraceae bacterium M18-1 genomic scaffold acPFy-supercont1.4, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|653107695|ref|NZ_JMLG01000036.1| Desulfotomaculum thermocisternum DSM 10259 BR83DRAFT_scaffold00033.33_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|654922200|ref|NZ_JHWF01000007.1| Legionella lansingensis DSM 19556 = ATCC 49751 BU01DRAFT_scaffold00006.6_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|555500325|ref|NZ_KI530705.1| Acinetobacter gyllenbergii NIPH 230 genomic scaffold adfcq-supercont1.3, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|800945618|ref|NZ_FO704550.1| Xenorhabdus doucetiae str. FRM16 chromosome, complete genome	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|117923318|ref|NC_008576.1| Magnetococcus marinus MC-1, complete genome	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|654597597|ref|NZ_AUIK01000023.1| Solirubrobacter soli DSM 22325 G569DRAFT_scaffold00015.15_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|559197515|ref|NZ_AVCS01000013.1| Flavobacterium enshiense DK69 FEDK69T_13, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|939727271|ref|NZ_CDSE01000024.1| Paenibacillus sp. FF9 genome assembly Paenibacillus dakarensis FF9, contig contig00024, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|651987243|ref|NZ_AUCK01000001.1| Bacillus chagannorensis DSM 18086 G477DRAFT_scaffold00001.1_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|330399424|ref|NZ_AEIZ01000002.1| Leuconostoc fallax KCTC 3537 contig00002, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|671493564|ref|NZ_JONL01000006.1| Desulfovibrio frigidus DSM 17176 BR06DRAFT_scaffold00006.6_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655993785|ref|NZ_KE384221.1| Salinimicrobium terrae DSM 17865 genomic scaffold H148DRAFT_scaffold00002.2, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|749957842|ref|NZ_JMFO01000025.1| Candidatus Magnetobacterium casensis strain MYR-1 contig_25, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|305664376|ref|NC_014472.1| Maribacter sp. HTCC2170, complete genome	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|309792848|ref|NZ_GL501403.1| Oscillochloris trichoides DG6 genomic scaffold OSCTscaffold_4, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|737224595|ref|NZ_BAUW01000020.1| Bacillus boroniphilus JCM 21738 DNA, contig: contig_20, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655461134|ref|NZ_AUIU01000001.1| Thermodesulfovibrio thiophilus DSM 17215 G581DRAFT_scaffold00010.10_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|749651504|ref|NZ_JXJP01000008.1| Psychroserpens mesophilus strain JCM 13413 JCM13413_S22_contig_8, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484277184|ref|NZ_AKIF01000029.1| Alkalibacillus haloalkaliphilus C5 contig29, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|972518995|ref|NZ_LODR01000031.1| Megasphaera sp. DJF_B143 contig_8, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|260425832|ref|NZ_GG704599.1| Citreicella sp. SE45 genomic scaffold scf_1113211290437, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|663257382|ref|NZ_JODY01000007.1| Streptomyces catenulae strain NRRL B-2342 contig7.1, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|551309139|ref|NZ_ATUD01000006.1| Patulibacter americanus DSM 16676 F593DRAFT_scaffold00006.6_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|757130829|ref|NZ_JONQ01000007.1| Methermicoccus shengliensis DSM 18856 BP07DRAFT_scaffold00001.1_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|443326653|ref|NZ_ALVZ01000173.1| Xenococcus sp. PCC 7305 scaffold_00173, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484183200|ref|NZ_BAFX01000064.1| Nocardia concava NBRC 100430, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655444861|ref|NZ_AUID01000010.1| Proteocatella sphenisci DSM 23131 G558DRAFT_scaffold00009.9_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|656246622|ref|NZ_AUGY01000001.1| Paenibacillus alginolyticus DSM 5050 = NBRC 15375 strain DSM 5050 G519DRAFT_scaffold00001.1_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484073358|ref|NZ_AJLJ01000205.1| Fischerella muscicola SAG 1427-1 = PCC 73103 contig00213, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|485054451|ref|NZ_ALKF01000200.1| Paenibacillus sp. OSY-SE Contig200, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|403048703|ref|NZ_HE611065.1| Kurthia sp. JC8E genomic scaffold, type strain JC8ET, scaffold00002, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484062116|ref|NZ_KB898483.1| Thiomonas sp. FB-6 genomic scaffold D466DRAFT_scaffold00013.13, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|651405474|ref|NZ_JHXX01000002.1| Butyrivibrio sp. MC2021 T359DRAFT_scaffold00002.2_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|966516331|ref|NZ_LNYT01000020.1| Legionella rubrilucens strain WA-270A-C2 Lrub_ctg020, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|736740195|ref|NZ_BAUT01000010.1| Bacillus wakoensis JCM 9140 DNA, contig:contig_10, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|483282470|ref|NZ_AMFN01000002.1| Enterobacteriaceae bacterium LSJC7 Scaffold1_2, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|653100996|ref|NZ_KK211229.1| Halotalea alkalilenta DSM 17697 genomic scaffold Q376DRAFT_scaffold00004.4, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484064995|ref|NZ_KB898663.1| Gracilibacillus lacisalsi DSM 19029 genomic scaffold D569DRAFT_scaffold00002.2, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|654868663|ref|NZ_AULM01000004.1| Desulfatiglans anilini DSM 4660 H567DRAFT_scaffold00004.4_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|483438891|ref|NZ_DF158882.1| Enterobacteriaceae bacterium B14 DNA, scaffold: 1, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|397904453|ref|NZ_CAKP01000027.1| Caloramator australicus RC3 WGS project CAKP00000000 data, contig 13, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|647568514|ref|NZ_JATL01000065.1| Brevibacillus agri 5-2 contig_65, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|1011163255|ref|NZ_BBZD01000028.1| Bacteroidales bacterium 6E DNA, contig BA6E_28, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|948045130|ref|NZ_LMFO01000001.1| Paenibacillus sp. Root52 contig_1, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|333463457|ref|NZ_GL891986.1| Dysgonomonas gadei ATCC BAA-286 genomic scaffold supercont1.8, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|906853882|ref|NZ_LFJU01000004.1| Thermoactinomyces sp. CDF contig004, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|746070377|ref|NZ_JSVC01000006.1| Flavihumibacter solisilvae strain 3-3 contig6, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|254281511|ref|NZ_DS999411.1| Luminiphilus syltensis NOR51-B scf_1109846220923 genomic scaffold, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|338810616|ref|NZ_AFGF01000013.1| Acetonema longum DSM 6540 Contig00013, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|696550481|ref|NZ_JQEC01000042.1| Colwellia psychrerythraea strain GAB14E ctg48, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|806494712|ref|NZ_JWJE02000003.1| Bacillus thermotolerans strain SGZ-8 Contig3, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|730554214|ref|NZ_KN525716.1| Flaviramulus ichthyoenteri Th78 genomic scaffold Scaffold1, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|740406973|ref|NZ_JQMD01000002.1| Zobellia uliginosa strain MAR_2009_138 FG20DRAFT_unitig_0_quiver_dupTrim_3020.2_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|472451296|ref|NZ_CAUM01000064.1| Mesorhizobium metallidurans STM 2683 WGS project CAUM00000000 data, contig ANX_1634_Contig_156, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|514429186|ref|NZ_KE332394.1| Halomonas anticariensis FP35 = DSM 16096 genomic scaffold Scaffold6, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|483372295|ref|NZ_BAGM01000056.1| Nocardia veterana NBRC 100344 DNA, contig: NV3_con56, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484104362|ref|NZ_KB235933.1| Prochlorothrix hollandica PCC 9006 genomic scaffold Pro9006DRAFT_Contig5.9, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|328946930|ref|NC_015385.1| Treponema succinifaciens DSM 2489, complete genome	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|754803989|ref|NZ_CBVJ010000103.1| Paenibacillus gorillae, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|763467354|ref|NZ_JTGN01000010.1| Robinsoniella peoriensis strain WT Contig_25, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|209401227|ref|NZ_CH672414.1| Loktanella vestfoldensis SKA53 scf_1099451320118 genomic scaffold, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|738435717|ref|NZ_JQNJ01000001.1| Muricauda sp. MAR_2010_75 FG28DRAFT_unitig_0_quiver.1_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|751578376|ref|NZ_JXAK01000010.1| Paenibacillus sp. VKM B-2647 B-2647_010, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|740306161|ref|NZ_AQRC01000001.1| Thioclava atlantica contig1, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|740224227|ref|NZ_JHEH01000010.1| Thioclava dalianensis strain DLFJ1-1 contig10, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|485054571|ref|NZ_ALKN01000051.1| Limnohabitans sp. Rim28 Contig51, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|654866026|ref|NZ_JHZB01000011.1| Desulfobulbus elongatus DSM 2908 Q362DRAFT_scaffold00011.11_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|406661357|ref|NZ_AMGM01000017.1| Cecembia lonarensis LW9 contig000017, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|483988148|ref|NZ_KB892968.1| Desulfobacter curvatus DSM 3379 genomic scaffold B147DRAFT_scaffold_16.17, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|652471665|ref|NZ_AUEE01000005.1| Jeotgalicoccus marinus DSM 19772 H624DRAFT_scaffold00004.4_C, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|170076636|ref|NC_010475.1| Synechococcus sp. PCC 7002, complete genome	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|671521948|ref|NZ_JODL01000003.1| Streptomyces megasporus strain NRRL B-16372 contig3.1, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|772708494|ref|NZ_JYJA01000028.1| Microbacterium trichothecenolyticum strain DSM 8608 RS82_contig000028, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|483384883|ref|NZ_KB903431.1| Flexithrix dorotheae DSM 6795 A3EMDRAFT_scaffold_1.2, whole genome shotgun sequence	75.5785
